id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status
0002fe2c-7b2f-43d8-8896-445c2163c5ce;0a3f507d-07c8-32b8-e044-0003ba298018;406876;120;132;132;;0;1967;;1;;;POINT(709049.25 6172029.67);5;6
000953d0-f84b-4094-babf-bd823c08ad9e;0a3f507c-f88e-32b8-e044-0003ba298018;408882;540;50;50;;0;1993;;7;1;90;POINT(701499.51 6173042.73);5;6
00097546-3441-4777-951b-323450344762;0a3f507d-0c20-32b8-e044-0003ba298018;408876;540;56;50;;0;1973;;3;4;2;POINT(701511.81 6172856.82);5;6
001dce7f-b20c-4a79-b2cc-36b95cc18f0f;362e6b23-4c65-0f9b-e044-0003ba298018;2699716;130;104;104;;0;2009;;1;;;POINT(705570.36 6172045.87);5;6
002a50d8-74ac-4008-95bf-e2126b8f9d54;0a3f507d-1e70-32b8-e044-0003ba298018;405261;130;72;134;;0;1968;;1;;;POINT(708265.28 6170921.56);5;6
002c014d-8b38-4d51-9496-226489bfc9b8;0a3f507d-20ac-32b8-e044-0003ba298018;100065817;210;114;;114;0;1963;1987;9;;90;POINT(702327.17 6176127.57);5;6
002f8e37-7ec8-4de9-b87d-bd00ce082d22;0a3f507c-f5e8-32b8-e044-0003ba298018;100048806;320;311;;311;47;1992;;2;3;90;POINT(704577.42 6170368.12);5;6
003405f1-b249-4806-acab-b1a5a17da4ae;0a3f507c-f3b7-32b8-e044-0003ba298018;404974;120;124;152;;0;1893;;1;;90;POINT(707746.01 6171999.53);5;6
00364e18-9553-48dc-b817-084160c6db75;f0241bf9-1a9c-4504-a82a-92c37df1e80b;412993;540;34;30;;0;2007;;9;;;POINT(700758.58 6170797.57);5;6
003a73b7-9050-4cd7-91d3-3252d7bb2a31;0a3f507d-1952-32b8-e044-0003ba298018;2639782;130;108;108;;0;2006;;2;7;;POINT(704909.72 6175420.48);5;6
0040dc48-521a-420a-bb16-5ea556c37dca;0a3f507d-1096-32b8-e044-0003ba298018;411671;120;87;147;;0;1954;;1;;2;POINT(700717.66 6172102.28);5;6
004a6051-bdcb-46df-813b-8149440c0539;0a3f507d-1929-32b8-e044-0003ba298018;403789;219;215;;215;0;1914;;9;;;POINT(708607.09 6175428.93);5;6
005daf60-59bf-4eca-ad27-621e0eb6229e;0a3f507c-f456-32b8-e044-0003ba298018;2091215;120;120;120;;0;1998;;1;;;POINT(706326.6 6170400.16);5;6
00638201-341d-426b-a7ec-dc2f01868c87;0a3f507c-eea5-32b8-e044-0003ba298018;2512408;120;107;107;;0;1998;;1;;90;POINT(705629.62 6170501.74);5;6
0065ce75-5864-412e-be41-173e4cb4d50b;0a3f507c-ecec-32b8-e044-0003ba298018;409875;130;46;82;;0;1965;;1;;;POINT(707560.26 6170903.18);5;6
0066089b-44a2-48bd-a13a-6339a21558f2;0a3f507c-fce5-32b8-e044-0003ba298018;406501;120;127;127;;0;1969;;1;;5;POINT(708954.12 6170920.37);5;6
00693a1e-0228-40b4-917c-ee93ed76d27f;11db2423-4438-5796-e044-0003ba298018;2655159;120;206;165;;0;2007;;2;7;;POINT(703206.63 6171523.17);5;6
006fbb51-3b5f-4064-9121-ccbd97443f06;0a3f507d-2426-32b8-e044-0003ba298018;404354;120;94;161;;69;1947;1999;1;;2;POINT(707405.36 6171953.36);5;6
00717cf4-9c6c-42d5-b532-9e31e5577ff6;0a3f507d-02b8-32b8-e044-0003ba298018;411033;120;156;156;;0;1964;2017;2;7;;POINT(700113.96 6172675.15);5;6
0076d8f3-52fd-4b90-8bb9-45ea9fd20689;0a3f507d-161d-32b8-e044-0003ba298018;409483;130;100;100;;0;1968;;1;;;POINT(706910.22 6171060.9);5;6
0087439b-959f-4e49-bbea-6106ffd2d676;0a3f507d-1f53-32b8-e044-0003ba298018;404296;120;138;138;;0;1957;1974;1;;;POINT(707460.24 6173051.41);5;6
0088a4a8-ce4b-482f-aa77-0a5da7509fb8;0a3f507c-f80e-32b8-e044-0003ba298018;408773;120;123;107;;0;1959;1982;2;3;2;POINT(701378.46 6171909.54);5;6
00901f1a-39a7-4dc9-9bc3-d71d6d37823f;0a3f507d-2304-32b8-e044-0003ba298018;404853;120;83;147;;0;1934;1978;1;;2;POINT(707876.16 6171665.66);5;6
00923840-6ce7-4fb2-8ad4-2619159fb597;0a3f507c-f16e-32b8-e044-0003ba298018;402586;120;64;97;;0;1878;;2;7;2;POINT(704747.18 6172010.91);5;6
009353cb-d233-47bd-8f58-4441a2212de3;5f81b6bd-3d52-4acb-8414-288b4b2c182e;412993;540;30;30;;0;1996;;3;4;;POINT(700773.07 6170965.26);5;6
0093fba0-0371-4ded-be1d-1603969ac850;0a3f507c-fbed-32b8-e044-0003ba298018;411110;540;12;12;;0;1970;;9;;;POINT(700173.3 6172183.53);5;6
0096cef6-b011-4cc6-a269-cef42678b0b7;0a3f507c-ed30-32b8-e044-0003ba298018;409818;130;75;113;;0;1976;;1;;90;POINT(707596.62 6170949.44);5;6
009a99c1-f3eb-484a-94fd-56265937c047;0a3f507d-136e-32b8-e044-0003ba298018;407024;120;175;175;;0;1973;;1;;5;POINT(709339.27 6171565.08);5;6
